2026-09-15 17:17:16.985 3369632 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] compute_driver                 = libvirt.LibvirtDriver [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] compute_monitors               = [] [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] concurrency_backend            = auto [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] config_dir                     = [] [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] config_drive_format            = iso9660 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] config_file                    = ['/etc/nova/nova-cpu.conf'] [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] config_source                  = [] [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.986 3369632 DEBUG nova.cmd.compute [-] console_host                   = devstack-92-210 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] control_exchange               = nova [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] cpu_allocation_ratio           = 100.0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] daemon                         = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] debug                          = True [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_access_ip_network_name = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_availability_zone      = nova [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_ephemeral_format       = ext4 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_green_pool_size        = 1000 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_log_levels             = ['amqp=WARN', 'boto=WARN', 'sqlalchemy=WARN', 'suds=INFO', 'oslo.messaging=INFO', 'oslo_messaging=INFO', 'iso8601=WARN', 'requests.packages.urllib3.connectionpool=WARN', 'urllib3.connectionpool=WARN', 'websocket=WARN', 'requests.packages.urllib3.util.retry=WARN', 'urllib3.util.retry=WARN', 'keystonemiddleware=WARN', 'routes.middleware=WARN', 'stevedore=WARN', 'taskflow=WARN', 'keystoneauth=WARN', 'oslo.cache=INFO', 'oslo_policy=INFO', 'dogpile.core.dogpile=INFO', 'glanceclient=WARN', 'oslo.privsep.daemon=INFO'] [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_schedule_zone          = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] default_thread_pool_size       = 10 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] disk_allocation_ratio          = 100.0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] enable_new_services            = True [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] flat_injected                  = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] force_config_drive             = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] force_raw_images               = True [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] graceful_shutdown_timeout      = 5 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.987 3369632 DEBUG nova.cmd.compute [-] heal_instance_info_cache_interval = -1 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] host                           = devstack-92-210 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] initial_cpu_allocation_ratio   = 4.0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] initial_disk_allocation_ratio  = 1.0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] initial_ram_allocation_ratio   = 1.0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] injected_network_template      = /opt/stack/nova/nova/virt/interfaces.template [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_build_timeout         = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_delete_interval       = 300 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_format                = [instance: %(uuid)s]  [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_name_template         = instance-%08x [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_usage_audit           = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_usage_audit_period    = month [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instance_uuid_format           = [instance: %(uuid)s]  [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] instances_path                 = /opt/stack/data/nova/instances [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.988 3369632 DEBUG nova.cmd.compute [-] internal_service_availability_zone = internal [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] key                            = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] live_migration_retry_count     = 30 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_color                      = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_config_append              = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_date_format                = %Y-%m-%d %H:%M:%S [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_dir                        = /var/log/nova [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_file                       = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_options                    = True [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_rotate_interval            = 1 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_rotate_interval_type       = days [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] log_rotation_type              = none [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] logging_context_format_string  = %(asctime)s.%(msecs)03d %(process)d %(levelname)s %(name)s [%(request_id)s %(user_identity)s] %(instance)s%(message)s [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] logging_debug_format_suffix    = [00;33m{{(pid=%(process)d) %(funcName)s %(pathname)s:%(lineno)d}}[00m [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] logging_default_format_string  = %(asctime)s.%(msecs)03d %(process)d %(levelname)s %(name)s [-] %(instance)s%(message)s [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] logging_exception_prefix       = ERROR %(name)s [01;35m%(instance)s[00m [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] logging_user_identity_format   = %(user)s %(project)s %(domain)s %(system_scope)s %(user_domain)s %(project_domain)s [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] long_rpc_timeout               = 1800 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] manager_shutdown_timeout       = 160 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] max_concurrent_builds          = 10 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.989 3369632 DEBUG nova.cmd.compute [-] max_concurrent_live_migrations = 1 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] max_concurrent_snapshots       = 5 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] max_local_block_devices        = 3 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] max_logfile_count              = 30 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] max_logfile_size_mb            = 200 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] maximum_instance_delete_attempts = 5 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] migrate_max_retries            = -1 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] mkisofs_cmd                    = genisoimage [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] my_block_storage_ip            = 172.25.92.210 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] my_ip                          = 172.25.92.210 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] my_shared_fs_storage_ip        = 172.25.92.210 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] network_allocate_retries       = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] non_inheritable_image_properties = ['cache_in_nova', 'bittorrent'] [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] osapi_compute_unique_server_name_scope =  [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] password_length                = 12 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] periodic_enable                = True [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] periodic_fuzzy_delay           = 60 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] pointer_model                  = ps2mouse [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] preallocate_images             = none [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.990 3369632 DEBUG nova.cmd.compute [-] publish_errors                 = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] pybasedir                      = /opt/stack/nova [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] ram_allocation_ratio           = 100.0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] rate_limit_burst               = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] rate_limit_except_level        = CRITICAL [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] rate_limit_interval            = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reboot_timeout                 = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reclaim_instance_interval      = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] record                         = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reimage_timeout_per_gb         = 180 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] report_interval                = 120 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] rescue_timeout                 = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reserved_host_cpus             = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reserved_host_disk_mb          = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reserved_host_memory_mb        = 512 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] reserved_huge_pages            = None [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] resize_confirm_window          = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] resize_fs_using_block_device   = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] resume_guests_state_on_host_boot = False [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] rootwrap_config                = /etc/nova/rootwrap.conf [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.991 3369632 DEBUG nova.cmd.compute [-] running_deleted_instance_action = reap [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.992 3369632 DEBUG nova.cmd.compute [-] running_deleted_instance_poll_interval = 1800 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.992 3369632 DEBUG nova.cmd.compute [-] running_deleted_instance_timeout = 0 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.992 3369632 DEBUG nova.cmd.compute [-] scheduler_instance_sync_interval = 120 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.992 3369632 DEBUG nova.cmd.compute [-] service_down_time              = 720 [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-15 17:17:16.992 3369632 DEBUG nova.cmd.compute [-] servicegroup_driver            = db [00;33m{{(pid=3369632) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
