Sep 15 13:10:23.446958 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: we strongly recommend against using it for new projects.
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 13:10:23.678443 devstack-92-210 neutron-rpc-server[3077953]: framework.  For more detail see
Sep 15 13:25:42.655416 devstack-92-210 neutron-rpc-server[3078893]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:25:42.655416 devstack-92-210 neutron-rpc-server[3078893]:   self.session.flush()
Sep 15 13:25:42.656589 devstack-92-210 neutron-rpc-server[3078893]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:25:42.656589 devstack-92-210 neutron-rpc-server[3078893]:   self.session.flush()
Sep 15 13:25:42.657712 devstack-92-210 neutron-rpc-server[3078893]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:25:42.657712 devstack-92-210 neutron-rpc-server[3078893]:   self.session.flush()
Sep 15 13:25:42.659007 devstack-92-210 neutron-rpc-server[3078893]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:25:42.659007 devstack-92-210 neutron-rpc-server[3078893]:   self.session.flush()
Sep 15 13:50:05.822044 devstack-92-210 neutron-rpc-server[3079747]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:50:05.822044 devstack-92-210 neutron-rpc-server[3079747]:   self.session.flush()
Sep 15 13:50:05.822991 devstack-92-210 neutron-rpc-server[3079747]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:50:05.822991 devstack-92-210 neutron-rpc-server[3079747]:   self.session.flush()
Sep 15 13:50:05.823774 devstack-92-210 neutron-rpc-server[3079747]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:50:05.823774 devstack-92-210 neutron-rpc-server[3079747]:   self.session.flush()
Sep 15 13:50:05.824663 devstack-92-210 neutron-rpc-server[3079747]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:50:05.824663 devstack-92-210 neutron-rpc-server[3079747]:   self.session.flush()
Sep 15 13:57:56.429806 devstack-92-210 neutron-rpc-server[3078921]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:57:56.429806 devstack-92-210 neutron-rpc-server[3078921]:   self.session.flush()
Sep 15 13:57:56.431182 devstack-92-210 neutron-rpc-server[3078921]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:57:56.431182 devstack-92-210 neutron-rpc-server[3078921]:   self.session.flush()
Sep 15 13:57:56.432852 devstack-92-210 neutron-rpc-server[3078921]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:57:56.432852 devstack-92-210 neutron-rpc-server[3078921]:   self.session.flush()
Sep 15 13:57:56.434507 devstack-92-210 neutron-rpc-server[3078921]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 13:57:56.434507 devstack-92-210 neutron-rpc-server[3078921]:   self.session.flush()
Sep 15 15:05:21.259035 devstack-92-210 neutron-rpc-server[3079294]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:21.259035 devstack-92-210 neutron-rpc-server[3079294]:   self.session.flush()
Sep 15 15:05:21.259882 devstack-92-210 neutron-rpc-server[3079294]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:21.259882 devstack-92-210 neutron-rpc-server[3079294]:   self.session.flush()
Sep 15 15:05:21.260970 devstack-92-210 neutron-rpc-server[3079294]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:21.260970 devstack-92-210 neutron-rpc-server[3079294]:   self.session.flush()
Sep 15 15:05:21.262151 devstack-92-210 neutron-rpc-server[3079294]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:21.262151 devstack-92-210 neutron-rpc-server[3079294]:   self.session.flush()
Sep 15 15:05:39.052669 devstack-92-210 neutron-rpc-server[3079326]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:39.052669 devstack-92-210 neutron-rpc-server[3079326]:   self.session.flush()
Sep 15 15:05:39.053824 devstack-92-210 neutron-rpc-server[3079326]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:39.053824 devstack-92-210 neutron-rpc-server[3079326]:   self.session.flush()
Sep 15 15:05:39.054724 devstack-92-210 neutron-rpc-server[3079326]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:39.054724 devstack-92-210 neutron-rpc-server[3079326]:   self.session.flush()
Sep 15 15:05:39.055888 devstack-92-210 neutron-rpc-server[3079326]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:05:39.055888 devstack-92-210 neutron-rpc-server[3079326]:   self.session.flush()
Sep 15 15:10:33.492020 devstack-92-210 neutron-rpc-server[3079452]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:10:33.492020 devstack-92-210 neutron-rpc-server[3079452]:   self.session.flush()
Sep 15 15:10:33.493435 devstack-92-210 neutron-rpc-server[3079452]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:10:33.493435 devstack-92-210 neutron-rpc-server[3079452]:   self.session.flush()
Sep 15 15:10:33.494344 devstack-92-210 neutron-rpc-server[3079452]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:10:33.494344 devstack-92-210 neutron-rpc-server[3079452]:   self.session.flush()
Sep 15 15:10:33.495847 devstack-92-210 neutron-rpc-server[3079452]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 15:10:33.495847 devstack-92-210 neutron-rpc-server[3079452]:   self.session.flush()
Sep 15 16:34:33.953237 devstack-92-210 neutron-rpc-server[3079513]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:34:33.953237 devstack-92-210 neutron-rpc-server[3079513]:   self.session.flush()
Sep 15 16:34:33.954304 devstack-92-210 neutron-rpc-server[3079513]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:34:33.954304 devstack-92-210 neutron-rpc-server[3079513]:   self.session.flush()
Sep 15 16:34:33.955111 devstack-92-210 neutron-rpc-server[3079513]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:34:33.955111 devstack-92-210 neutron-rpc-server[3079513]:   self.session.flush()
Sep 15 16:34:33.956080 devstack-92-210 neutron-rpc-server[3079513]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:34:33.956080 devstack-92-210 neutron-rpc-server[3079513]:   self.session.flush()
Sep 15 16:35:25.408558 devstack-92-210 neutron-rpc-server[3079686]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:25.408558 devstack-92-210 neutron-rpc-server[3079686]:   self.session.flush()
Sep 15 16:35:25.409590 devstack-92-210 neutron-rpc-server[3079686]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:25.409590 devstack-92-210 neutron-rpc-server[3079686]:   self.session.flush()
Sep 15 16:35:25.410700 devstack-92-210 neutron-rpc-server[3079686]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:25.410700 devstack-92-210 neutron-rpc-server[3079686]:   self.session.flush()
Sep 15 16:35:25.411979 devstack-92-210 neutron-rpc-server[3079686]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:25.411979 devstack-92-210 neutron-rpc-server[3079686]:   self.session.flush()
Sep 15 16:35:34.228651 devstack-92-210 neutron-rpc-server[3079388]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:34.228651 devstack-92-210 neutron-rpc-server[3079388]:   self.session.flush()
Sep 15 16:35:34.229710 devstack-92-210 neutron-rpc-server[3079388]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:34.229710 devstack-92-210 neutron-rpc-server[3079388]:   self.session.flush()
Sep 15 16:35:34.230691 devstack-92-210 neutron-rpc-server[3079388]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:34.230691 devstack-92-210 neutron-rpc-server[3079388]:   self.session.flush()
Sep 15 16:35:34.231653 devstack-92-210 neutron-rpc-server[3079388]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:35:34.231653 devstack-92-210 neutron-rpc-server[3079388]:   self.session.flush()
Sep 15 16:36:03.817128 devstack-92-210 neutron-rpc-server[3079119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:03.817128 devstack-92-210 neutron-rpc-server[3079119]:   self.session.flush()
Sep 15 16:36:03.818129 devstack-92-210 neutron-rpc-server[3079119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:03.818129 devstack-92-210 neutron-rpc-server[3079119]:   self.session.flush()
Sep 15 16:36:03.818972 devstack-92-210 neutron-rpc-server[3079119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:03.818972 devstack-92-210 neutron-rpc-server[3079119]:   self.session.flush()
Sep 15 16:36:03.819811 devstack-92-210 neutron-rpc-server[3079119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:03.819811 devstack-92-210 neutron-rpc-server[3079119]:   self.session.flush()
Sep 15 16:36:04.852513 devstack-92-210 neutron-rpc-server[3079159]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:04.852513 devstack-92-210 neutron-rpc-server[3079159]:   self.session.flush()
Sep 15 16:36:04.853113 devstack-92-210 neutron-rpc-server[3079159]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:04.853113 devstack-92-210 neutron-rpc-server[3079159]:   self.session.flush()
Sep 15 16:36:04.854388 devstack-92-210 neutron-rpc-server[3079159]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:04.854388 devstack-92-210 neutron-rpc-server[3079159]:   self.session.flush()
Sep 15 16:36:04.854527 devstack-92-210 neutron-rpc-server[3079159]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:36:04.854527 devstack-92-210 neutron-rpc-server[3079159]:   self.session.flush()
Sep 15 16:45:32.564121 devstack-92-210 neutron-rpc-server[3079419]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:32.564121 devstack-92-210 neutron-rpc-server[3079419]:   self.session.flush()
Sep 15 16:45:32.565206 devstack-92-210 neutron-rpc-server[3079419]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:32.565206 devstack-92-210 neutron-rpc-server[3079419]:   self.session.flush()
Sep 15 16:45:32.566352 devstack-92-210 neutron-rpc-server[3079419]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:32.566352 devstack-92-210 neutron-rpc-server[3079419]:   self.session.flush()
Sep 15 16:45:32.567725 devstack-92-210 neutron-rpc-server[3079419]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:32.567725 devstack-92-210 neutron-rpc-server[3079419]:   self.session.flush()
Sep 15 16:45:33.541731 devstack-92-210 neutron-rpc-server[3079477]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:33.541731 devstack-92-210 neutron-rpc-server[3079477]:   self.session.flush()
Sep 15 16:45:33.542670 devstack-92-210 neutron-rpc-server[3079477]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:33.542670 devstack-92-210 neutron-rpc-server[3079477]:   self.session.flush()
Sep 15 16:45:33.543765 devstack-92-210 neutron-rpc-server[3079477]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:33.543765 devstack-92-210 neutron-rpc-server[3079477]:   self.session.flush()
Sep 15 16:45:33.545149 devstack-92-210 neutron-rpc-server[3079477]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:33.545149 devstack-92-210 neutron-rpc-server[3079477]:   self.session.flush()
Sep 15 16:45:41.096305 devstack-92-210 neutron-rpc-server[3079057]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:41.096305 devstack-92-210 neutron-rpc-server[3079057]:   self.session.flush()
Sep 15 16:45:41.096489 devstack-92-210 neutron-rpc-server[3079057]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:41.096489 devstack-92-210 neutron-rpc-server[3079057]:   self.session.flush()
Sep 15 16:45:41.097047 devstack-92-210 neutron-rpc-server[3079057]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:41.097047 devstack-92-210 neutron-rpc-server[3079057]:   self.session.flush()
Sep 15 16:45:41.097768 devstack-92-210 neutron-rpc-server[3079057]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:45:41.097768 devstack-92-210 neutron-rpc-server[3079057]:   self.session.flush()
Sep 15 16:46:08.517957 devstack-92-210 neutron-rpc-server[3079526]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:08.517957 devstack-92-210 neutron-rpc-server[3079526]:   self.session.flush()
Sep 15 16:46:08.518908 devstack-92-210 neutron-rpc-server[3079526]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 16:46:08.518908 devstack-92-210 neutron-rpc-server[3079526]:   self.session.flush()
